,0
2998,9
2999,11
3000,9
3001,11
3002,10
3003,10
3004,11
3005,13
3006,11
3007,14
3008,12
3009,4
3010,6
3011,8
3012,7
3013,8
3014,6
3015,6
3016,7
3017,8
3018,9
3019,8
3020,8
3021,9
3022,8
3023,8
3024,9
3025,7
3026,8
3027,8
3028,7
3029,11
3030,11
3031,8
3032,9
3033,8
3034,10
3035,10
3036,11
3037,9
3038,9
3039,10
3040,10
3041,9
3042,8
3043,10
3044,9
3045,10
3046,11
3047,9
3048,8
3049,9
3050,12
3051,9
3052,9
3053,11
3054,12
3055,11
3056,11
3057,13
3058,11
3059,11
3060,11
3061,10
3062,11
3063,9
3064,9
3065,11
3066,9
3067,11
3068,12
3069,11
3070,9
3071,11
3072,10
3073,10
3074,11
3075,11
3076,11
3077,10
3078,11
3079,11
3080,13
3081,14
3082,11
3083,4
3084,5
3085,6
3086,7
3087,7
3088,8
3089,8
3090,10
3091,10
3092,11
3093,11
3094,9
3095,9
3096,9
3097,11
3098,8
3099,9
3100,10
3101,11
3102,8
3103,11
3104,10
3105,5
3106,5
3107,5
3108,7
3109,7
3110,8
3111,8
3112,7
3113,7
3114,7
3115,6
3116,10
3117,8
3118,8
3119,10
3120,9
3121,7
3122,8
3123,9
3124,10
3125,10
3126,11
3127,9
3128,10
3129,10
3130,11
3131,11
3132,10
3133,9
3134,8
3135,9
3136,11
3137,10
3138,10
3139,11
3140,20
3141,5
3142,5
3143,4
3144,9
3145,13
3146,14
3147,13
3148,12
3149,24
3150,10
3151,21
3152,11
3153,9
3154,7
3155,9
3156,10
3157,9
3158,9
3159,6
3160,7
3161,6
3162,15
3163,9
3164,13
3165,9
3166,18
3167,15
3168,15
3169,10
3170,14
3171,13
3172,11
3173,6
3174,9
3175,11
3176,12
3177,15
3178,8
3179,8
3180,7
3181,11
3182,10
3183,11
3184,13
3185,11
3186,6
3187,8
3188,16
3189,7
3190,5
3191,13
3192,14
3193,20
3194,12
3195,18
3196,5
3197,7
3198,11
3199,9
3200,10
3201,6
3202,17
3203,17
3204,15
3205,9
3206,8
3207,15
3208,9
3209,14
3210,12
3211,10
3212,14
3213,13
3214,14
3215,11
3216,16
3217,10
3218,14
3219,16
3220,11
3221,9
3222,18
3223,8
3224,16
3225,9
3226,10
3227,13
3228,9
3229,12
3230,11
3231,12
3232,13
3233,12
3234,13
3235,14
3236,8
3237,18
3238,14
3239,15
3240,15
3241,14
3242,15
3243,14
3244,19
3245,13
3246,13
3247,15
3248,11
3249,6
3250,9
3251,8
3252,12
3253,6
3254,7
3255,5
3256,12
3257,9
3258,7
3259,18
3260,13
3261,12
3262,14
3263,17
3264,12
3265,14
3266,11
3267,10
3268,11
3269,12
3270,13
3271,17
3272,11
3273,13
3274,18
3275,12
3276,12
3277,15
3278,12
3279,18
3280,24
3281,11
3282,13
3283,11
3284,11
3285,13
3286,14
3287,12
3288,15
3289,15
3290,12
3291,9
3292,11
3293,13
3294,14
3295,14
3296,14
3297,17
3298,13
3299,16
3300,16
3301,11
3302,15
3303,12
3304,16
3305,16
3306,10
3307,9
3308,5
3309,9
3310,13
3311,12
3312,17
3313,11
3314,11
3315,9
3316,16
3317,7
3318,4
3319,19
3320,16
3321,11
3322,15
3323,12
3324,12
3325,10
3326,12
3327,16
3328,13
3329,10
3330,10
3331,11
3332,13
3333,12
3334,8
3335,12
3336,11
3337,15
3338,16
3339,12
3340,17
3341,12
3342,14
3343,13
3344,13
3345,12
3346,14
3347,11
3348,13
3349,10
3350,11
3351,13
3352,15
3353,8
3354,10
3355,10
3356,6
3357,8
3358,5
3359,20
3360,19
3361,9
3362,9
3363,10
3364,11
3365,11
3366,5
3367,17
3368,13
3369,17
3370,12
3371,10
3372,16
3373,19
3374,10
3375,10
3376,6
3377,5
3378,8
3379,8
3380,5
3381,19
3382,15
3383,14
3384,7
3385,13
3386,13
3387,18
3388,13
3389,16
3390,10
3391,13
3392,19
3393,10
3394,13
3395,13
3396,18
3397,12
3398,9
3399,8
3400,10
3401,18
3402,13
3403,9
3404,8
3405,7
3406,8
3407,6
3408,7
3409,7
3410,6
3411,7
3412,8
3413,9
3414,7
3415,9
3416,7
3417,9
3418,8
3419,8
3420,10
3421,11
3422,9
3423,11
3424,10
3425,10
3426,13
3427,13
3428,4
3429,6
3430,6
3431,5
3432,6
3433,6
3434,6
3435,7
3436,6
3437,8
3438,6
3439,8
3440,7
3441,7
3442,8
3443,7
3444,9
3445,8
3446,8
3447,8
3448,7
3449,7
3450,7
3451,8
3452,8
3453,8
3454,8
3455,9
3456,12
3457,10
3458,8
3459,8
3460,9
3461,11
3462,10
3463,11
3464,10
3465,9
3466,9
3467,10
3468,11
3469,10
3470,11
3471,9
3472,3
3473,4
3474,6
3475,6
3476,7
3477,6
3478,7
3479,7
3480,8
3481,6
3482,7
3483,7
3484,8
3485,7
3486,8
3487,8
3488,8
3489,8
3490,10
3491,8
3492,8
3493,8
3494,9
3495,8
3496,8
3497,9
3498,10
3499,9
3500,8
3501,12
3502,10
3503,11
3504,10
3505,10
3506,9
3507,11
3508,9
3509,10
3510,9
3511,11
3512,11
3513,9
3514,10
3515,12
3516,11
3517,11
3518,11
3519,10
3520,11
3521,3
3522,4
3523,4
3524,6
3525,6
3526,6
3527,7
3528,6
3529,6
3530,7
3531,7
3532,7
3533,6
3534,6
3535,9
3536,8
3537,6
3538,7
3539,8
3540,8
3541,8
3542,8
3543,8
3544,9
3545,8
3546,7
3547,9
3548,7
3549,9
3550,8
3551,9
3552,8
3553,9
3554,8
3555,8
3556,9
3557,8
3558,10
3559,10
3560,10
3561,9
3562,8
3563,8
3564,9
3565,9
3566,9
3567,10
3568,10
3569,11
3570,9
3571,9
3572,9
3573,10
3574,9
3575,8
3576,11
3577,11
3578,10
3579,9
3580,10
3581,9
3582,10
3583,9
3584,11
3585,9
3586,11
3587,10
3588,12
3589,11
3590,11
3591,9
3592,11
3593,8
3594,12
3595,11
3596,10
3597,11
3598,12
3599,12
3600,4
3601,8
3602,5
3603,7
3604,8
3605,8
3606,7
3607,8
3608,7
3609,9
3610,9
3611,10
3612,10
3613,11
3614,11
3615,9
3616,14
3617,9
3618,11
3619,12
3620,9
3621,8
3622,10
3623,10
3624,9
3625,10
3626,10
3627,10
3628,13
3629,6
3630,7
3631,5
3632,5
3633,5
3634,6
3635,6
3636,8
3637,6
3638,8
3639,8
3640,7
3641,9
3642,8
3643,8
3644,7
3645,9
3646,9
3647,8
3648,9
3649,9
3650,8
3651,10
3652,10
3653,9
3654,9
3655,9
3656,11
3657,7
3658,10
3659,9
3660,10
3661,10
3662,8
3663,9
3664,9
3665,9
3666,8
3667,11
3668,10
3669,9
3670,8
3671,10
3672,10
3673,10
3674,12
3675,10
3676,10
3677,11
3678,10
3679,10
3680,9
3681,11
3682,11
3683,10
3684,11
3685,10
3686,14
3687,11
3688,11
3689,9
3690,13
3691,12
3692,11
3693,11
3694,10
3695,10
3696,13
3697,12
3698,10
3699,11
3700,10
3701,10
3702,11
3703,11
3704,11
3705,9
3706,11
3707,11
3708,9
3709,10
3710,11
3711,11
3712,10
3713,11
3714,11
3715,11
3716,5
3717,7
3718,7
3719,7
3720,7
3721,9
3722,9
3723,9
3724,7
3725,9
3726,8
3727,7
3728,10
3729,9
3730,9
3731,9
3732,10
3733,10
3734,10
3735,9
3736,10
3737,9
3738,9
3739,9
3740,11
3741,12
3742,13
3743,12
3744,5
3745,5
3746,7
3747,6
3748,6
3749,7
3750,8
3751,7
3752,8
3753,8
3754,8
3755,8
3756,9
3757,10
3758,9
3759,9
3760,9
3761,10
3762,8
3763,11
3764,10
3765,9
3766,10
3767,10
3768,9
3769,9
3770,9
3771,10
3772,9
3773,9
3774,9
3775,8
3776,13
3777,9
3778,9
3779,10
3780,10
3781,10
3782,11
3783,12
3784,11
3785,9
3786,10
3787,12
3788,8
3789,10
3790,10
3791,11
3792,13
3793,14
3794,10
3795,12
3796,11
3797,13
3798,10
3799,11
3800,12
3801,3
3802,6
3803,7
3804,7
3805,9
3806,8
3807,8
3808,10
3809,8
3810,8
3811,9
3812,12
3813,8
3814,6
3815,8
3816,8
3817,8
3818,9
3819,8
3820,10
3821,10
3822,9
3823,9
3824,7
3825,11
3826,10
3827,11
3828,11
3829,12
3830,14
3831,10
3832,14
3833,11
3834,6
3835,7
3836,9
3837,4
3838,8
3839,8
3840,9
3841,11
3842,9
3843,16
3844,14
3845,11
3846,6
3847,9
3848,14
3849,6
3850,7
3851,10
3852,12
3853,9
3854,11
3855,8
3856,9
3857,16
3858,12
3859,9
3860,14
3861,14
3862,10
3863,18
3864,5
3865,19
3866,10
3867,15
3868,8
3869,9
3870,15
3871,12
3872,9
3873,5
3874,12
3875,9
3876,16
3877,15
3878,10
3879,15
3880,7
3881,10
3882,15
3883,10
3884,9
3885,7
3886,7
3887,9
3888,12
3889,12
3890,16
3891,12
3892,13
3893,9
3894,12
3895,13
3896,14
3897,17
3898,10
3899,4
3900,15
3901,12
3902,4
3903,16
3904,16
3905,6
3906,4
3907,13
3908,9
3909,10
3910,13
3911,10
3912,15
3913,11
3914,19
3915,11
3916,10
3917,13
3918,18
3919,11
3920,8
3921,10
3922,10
3923,12
3924,20
3925,8
3926,14
3927,12
3928,10
3929,16
3930,21
3931,17
3932,11
3933,6
3934,5
3935,11
3936,13
3937,13
3938,10
3939,14
3940,11
3941,15
3942,11
3943,14
3944,20
3945,6
3946,13
3947,16
3948,12
3949,13
3950,13
3951,13
3952,5
3953,8
3954,7
3955,9
3956,12
3957,10
3958,9
3959,11
3960,11
3961,10
3962,10
3963,4
3964,5
3965,6
3966,6
3967,6
3968,6
3969,6
3970,6
3971,6
3972,8
3973,7
3974,8
3975,6
3976,7
3977,7
3978,8
3979,6
3980,7
3981,8
3982,6
3983,6
3984,10
3985,11
3986,10
3987,11
3988,8
3989,11
3990,10
3991,9
3992,10
3993,12
3994,4
3995,5
3996,6
3997,6
3998,6
3999,6
4000,7
4001,6
4002,8
4003,8
4004,10
4005,9
4006,9
4007,11
4008,12
4009,8
4010,9
4011,9
4012,8
4013,8
4014,10
4015,10
4016,9
4017,11
4018,8
4019,10
4020,11
4021,10
4022,11
4023,6
4024,6
4025,7
4026,7
4027,6
4028,8
4029,7
4030,7
4031,8
4032,8
4033,10
4034,7
4035,11
4036,8
4037,10
4038,11
4039,11
4040,12
4041,10
4042,10
4043,8
4044,10
4045,9
4046,11
4047,11
4048,13
4049,9
4050,9
4051,10
4052,13
4053,10
4054,10
4055,9
4056,11
4057,11
4058,10
4059,8
4060,8
4061,10
4062,9
4063,11
4064,9
4065,6
4066,7
4067,6
4068,7
4069,8
4070,7
4071,8
4072,8
4073,9
4074,8
4075,8
4076,8
4077,9
4078,10
4079,8
4080,8
4081,11
4082,9
4083,10
4084,10
4085,11
4086,8
4087,10
4088,9
4089,9
4090,11
4091,12
4092,11
4093,11
4094,13
4095,11
4096,12
4097,9
4098,9
4099,9
4100,9
4101,11
4102,11
4103,10
4104,11
4105,9
4106,11
4107,7
4108,7
4109,8
4110,9
4111,8
4112,9
4113,8
4114,9
4115,10
4116,9
4117,9
4118,9
4119,4
4120,7
4121,9
4122,8
4123,8
4124,8
4125,9
4126,11
4127,10
4128,8
4129,10
4130,10
4131,11
4132,10
4133,11
4134,9
4135,11
4136,9
4137,11
4138,11
4139,10
4140,10
4141,11
4142,13
4143,13
4144,11
4145,11
4146,10
4147,11
4148,11
4149,6
4150,7
4151,6
4152,7
4153,8
4154,6
4155,6
4156,8
4157,8
4158,8
4159,9
4160,11
4161,11
4162,8
4163,7
4164,7
4165,7
4166,10
4167,9
4168,8
4169,10
4170,10
4171,8
4172,11
4173,10
4174,9
4175,10
4176,12
