,0
2998,9
2999,16
3000,10
3001,11
3002,8
3003,12
3004,8
3005,11
3006,10
3007,8
3008,8
3009,9
3010,4
3011,9
3012,3
3013,20
3014,7
3015,12
3016,22
3017,8
3018,8
3019,6
3020,13
3021,7
3022,10
3023,9
3024,8
3025,10
3026,10
3027,7
3028,9
3029,14
3030,10
3031,8
3032,4
3033,10
3034,14
3035,7
3036,11
3037,7
3038,6
3039,16
3040,10
3041,11
3042,9
3043,10
3044,9
3045,9
3046,4
3047,11
3048,6
3049,12
3050,11
3051,5
3052,8
3053,5
3054,9
3055,9
3056,14
3057,8
3058,11
3059,17
3060,10
3061,13
3062,14
3063,17
3064,7
3065,9
3066,11
3067,8
3068,10
3069,3
3070,16
3071,17
3072,8
3073,9
3074,12
3075,9
3076,9
3077,9
3078,8
3079,7
3080,11
3081,10
3082,10
3083,10
3084,11
3085,7
3086,8
3087,10
3088,18
3089,10
3090,9
3091,8
3092,11
3093,10
3094,9
3095,11
3096,11
3097,7
3098,11
3099,4
3100,9
3101,9
3102,15
3103,11
3104,10
3105,7
3106,9
3107,8
3108,8
3109,6
3110,6
3111,3
3112,8
3113,10
3114,9
3115,9
3116,17
3117,11
3118,10
3119,6
3120,11
3121,9
3122,10
3123,8
3124,4
3125,6
3126,9
3127,10
3128,10
3129,9
3130,11
3131,12
3132,12
3133,9
3134,10
3135,10
3136,16
3137,11
3138,8
3139,13
3140,10
3141,8
3142,8
3143,10
3144,10
3145,11
3146,9
3147,11
3148,12
3149,20
3150,8
3151,8
3152,9
3153,9
3154,12
3155,10
3156,9
3157,10
3158,9
3159,9
3160,4
3161,23
3162,21
3163,10
3164,4
3165,9
3166,5
3167,16
3168,6
3169,9
3170,8
3171,10
3172,8
3173,10
3174,9
3175,9
3176,7
3177,9
3178,11
3179,8
3180,10
3181,7
3182,16
3183,7
3184,11
3185,8
3186,10
3187,10
3188,6
3189,7
3190,10
3191,14
3192,15
3193,13
3194,13
3195,11
3196,12
3197,9
3198,3
3199,14
3200,8
3201,15
3202,7
3203,15
3204,10
3205,10
3206,10
3207,21
3208,9
3209,12
3210,9
3211,13
3212,15
3213,10
3214,11
3215,6
3216,9
3217,23
3218,10
3219,12
3220,11
3221,10
3222,10
3223,8
3224,10
3225,22
3226,11
3227,8
3228,11
3229,9
3230,8
3231,13
3232,8
3233,8
3234,9
3235,6
3236,13
3237,9
3238,7
3239,8
3240,11
3241,7
3242,9
3243,5
3244,9
3245,7
3246,11
3247,11
3248,10
3249,7
3250,4
3251,6
3252,8
3253,6
3254,9
3255,11
3256,13
3257,17
3258,12
3259,9
3260,9
3261,18
3262,18
3263,13
3264,9
3265,9
3266,11
3267,10
3268,14
3269,6
3270,11
3271,8
3272,19
3273,10
3274,9
3275,9
3276,8
3277,11
3278,10
3279,16
3280,9
3281,8
3282,18
3283,11
3284,7
3285,13
3286,9
3287,12
3288,9
3289,8
3290,14
3291,18
3292,13
3293,11
3294,10
3295,8
3296,8
3297,7
3298,9
3299,20
3300,10
3301,10
3302,11
3303,10
3304,20
3305,9
3306,11
3307,11
3308,7
3309,7
3310,9
3311,9
3312,9
3313,10
3314,8
3315,15
3316,8
3317,16
3318,11
3319,9
3320,13
3321,7
3322,10
3323,15
3324,9
3325,7
3326,9
3327,8
3328,7
3329,10
3330,10
3331,13
3332,12
3333,8
3334,10
3335,11
3336,10
3337,12
3338,10
3339,9
3340,8
